レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240812FKO07,5.7,3.1,16.8,15.5,5.1,18.9,25.3,11.7,11.4,42.9,18.1,55.5,71.7,35.3,26.3,85.0,52.7,61.9,134.3,40.1
20240812FKO08,4.1,5.4,9.7,9.4,6.1,7.7,10.1,14.0,16.1,21.7,48.9,79.1,70.1,101.8,77.4,114.4,83.0,80.8,83.0,61.7
20240812FKO09,4.1,3.7,7.5,12.5,8.5,17.6,25.1,12.4,18.7,41.8,23.3,44.4,60.4,23.8,26.0,87.7,48.5,58.5,125.5,42.4
20240812FKO10,2.4,4.5,8.3,28.5,7.1,12.2,33.5,26.7,51.9,82.7,14.0,19.7,76.9,43.0,86.7,124.8,40.1,122.0,117.6,135.0
20240812FKO11,3.3,3.1,10.0,11.2,6.7,19.8,27.3,26.1,23.6,46.7,17.9,64.2,50.8,55.5,36.1,97.3,82.7,73.4,108.4,64.0
20240812FKO12,4.9,3.2,4.2,13.9,12.4,13.4,35.0,9.9,25.7,30.7,38.5,51.3,97.1,33.0,60.7,85.0,71.2,128.8,130.3,62.0
20240812KRT01,2.7,8.5,15.4,34.2,2.4,7.9,21.8,13.7,40.6,65.8,79.3,166.2,194.0,194.0,232.8,317.4,97.0,151.8,436.5,218.2
20240812KRT02,2.9,2.6,4.0,8.4,31.5,25.7,48.2,24.8,52.8,96.5,73.4,56.3,187.7,48.2,120.6,241.3,281.6,211.2,482.7,140.8
20240812KRT03,2.1,22.2,18.0,45.8,5.7,3.6,15.2,48.0,71.2,62.3,33.5,23.7,58.6,120.9,234.7,199.5,30.6,79.8,50.5,173.4
20240812KRT04,17.6,13.5,56.3,27.4,3.9,36.2,9.7,28.5,4.1,55.9,22.6,120.0,49.8,81.0,19.7,175.2,26.6,4.5,62.9,17.5
20240812KRT05,4.6,4.2,12.9,12.0,4.5,13.0,12.1,12.9,9.3,29.0,47.9,170.7,73.8,107.1,53.0,124.2,95.8,78.0,170.7,54.6
20240812KRT06,14.9,19.4,6.2,76.9,50.8,12.4,87.6,17.3,68.5,58.4,11.1,3.5,50.0,4.1,37.9,14.3,15.8,131.4,63.0,34.6
20240812KRT07,16.8,45.2,4.4,47.9,61.4,9.8,36.3,34.2,108.9,16.5,72.6,3.2,45.2,14.1,99.9,5.2,39.9,159.8,11.6,29.6
20240812KRT08,16.5,2.5,51.8,14.5,27.4,78.6,54.8,33.4,16.1,127.5,8.5,30.8,23.7,10.4,4.2,49.1,52.4,39.0,100.4,32.1
20240812KRT09,14.0,7.2,50.1,11.9,14.6,84.3,20.7,26.6,3.9,33.1,21.7,109.1,27.6,34.0,4.9,55.3,71.3,9.0,74.2,10.9
20240812KRT10,6.0,5.5,5.5,23.7,8.4,9.0,21.8,4.5,15.7,13.2,119.5,152.2,196.9,36.0,119.5,104.6,74.4,167.4,124.0,24.6
20240812KRT11,7.9,52.3,73.1,7.2,32.2,40.3,3.5,69.2,17.3,23.8,46.1,57.2,4.3,101.2,19.8,24.9,62.6,10.7,14.0,27.0
20240812KRT12,2.9,3.5,9.1,10.7,4.9,11.0,19.0,30.3,31.9,64.9,54.0,145.3,122.1,122.1,122.1,218.0,127.2,119.7,210.5,101.7
20240813KRY01,8.6,5.6,6.5,15.2,13.7,14.5,45.6,11.7,40.4,46.1,13.0,14.9,36.8,6.8,20.3,21.6,24.1,63.4,51.3,25.5
20240813KRY02,6.2,2.9,5.5,15.6,21.8,21.7,56.0,16.7,30.4,43.2,13.6,23.9,52.5,10.4,21.4,35.7,58.4,101.1,72.7,48.7
20240813KRY03,30.2,17.8,38.4,5.1,15.4,52.8,6.5,31.9,4.0,11.0,52.1,132.8,33.2,74.2,18.2,58.4,57.6,7.5,28.8,11.1
20240813KRY04,3.8,6.6,15.0,62.4,4.5,12.2,65.4,12.2,67.0,124.9,7.1,14.8,77.4,15.5,87.2,130.9,13.0,75.3,80.8,56.6
20240813KRY05,5.8,8.3,11.1,3.6,43.0,45.2,19.1,42.2,17.3,32.6,21.1,32.2,10.8,33.6,7.2,17.8,85.2,43.0,53.0,48.3
20240813KRY06,5.7,3.7,13.3,26.3,3.7,8.5,18.2,9.5,15.7,49.3,48.0,87.3,144.0,47.1,71.0,140.2,33.3,71.0,84.5,64.9
20240813KRY07,4.0,26.9,27.4,70.4,3.7,4.2,14.0,29.3,73.3,84.7,20.6,21.7,44.8,69.5,93.5,175.0,10.2,15.2,23.3,84.7
20240813KRY08,13.9,32.2,8.1,40.7,18.8,3.7,49.5,4.9,68.6,15.1,20.1,10.9,36.2,19.6,60.9,36.4,10.7,41.7,19.2,33.1
20240813KRY09,3.6,16.2,10.1,9.1,57.4,39.6,36.3,72.6,81.7,65.3,12.0,6.0,4.7,21.1,22.8,13.7,74.7,106.7,50.2,71.6
20240813KRY10,19.1,17.8,70.7,10.0,17.7,58.2,12.1,56.4,5.3,57.1,23.1,65.6,10.2,63.4,3.9,42.8,51.1,5.7,37.3,16.5
20240813KRY11,12.3,2.5,3.9,36.1,20.1,20.0,76.2,7.7,49.0,60.8,26.4,36.0,145.3,7.7,44.8,53.4,46.4,148.1,148.1,43.1
20240813KRY12,2.8,9.6,5.0,19.8,8.4,5.5,20.1,12.5,34.9,20.3,94.5,48.3,125.5,58.2,108.5,94.5,69.8,131.6,87.3,110.0
20240813TDA01,15.5,5.0,9.6,13.7,22.0,20.9,34.8,6.7,8.3,23.5,30.5,56.0,75.3,8.5,13.6,29.6,35.0,59.3,90.1,8.2
20240813TDA02,11.0,7.0,12.2,21.1,13.6,16.9,29.0,12.4,17.1,33.1,12.5,25.6,32.0,8.5,12.5,29.1,14.6,19.7,43.1,8.8
20240813TDA03,10.6,38.9,37.7,30.6,12.8,15.7,7.7,102.2,53.3,86.0,7.9,11.6,5.6,40.8,27.1,79.1,11.4,5.8,10.9,32.9
20240813TDA04,4.4,11.3,11.4,6.7,24.2,32.0,16.4,60.0,27.9,35.9,11.8,11.3,5.9,40.2,17.1,16.7,57.6,35.6,45.6,52.8
20240813TDA05,6.2,3.5,22.8,43.3,2.7,20.4,80.9,7.6,33.2,104.6,15.3,50.4,147.9,35.1,134.1,186.5,14.1,59.6,165.0,115.9
20240813TDA06,欠場,欠場,欠場,欠場,13.3,2.4,9.0,24.9,37.0,10.9,欠場,欠場,欠場,欠場,欠場,欠場,6.6,17.8,3.0,23.9
20240813TDA07,1.6,17.1,6.4,23.6,18.8,7.5,14.7,60.9,113.2,51.1,40.6,18.2,57.9,101.1,148.5,132.0,89.7,153.3,68.9,103.3
20240813TDA08,19.5,2.7,15.6,5.9,40.1,93.0,58.4,20.4,4.2,36.6,55.2,143.5,109.2,27.6,7.1,36.9,111.6,94.7,132.1,18.6
20240813TDA09,2.5,4.4,13.2,59.5,7.6,16.4,72.9,32.8,111.7,127.7,6.0,15.5,43.8,28.3,54.5,102.1,37.2,130.0,125.4,90.5
20240813TDA10,10.9,9.6,2.5,27.4,33.5,11.8,85.6,4.3,41.8,9.9,66.3,41.6,210.9,16.5,120.5,25.5,46.8,131.2,88.1,26.8
20240813TDA11,5.3,26.3,12.8,46.5,4.7,3.1,10.9,12.0,56.3,26.4,47.9,30.1,52.6,95.8,145.1,106.4,11.8,52.0,29.5,56.3
20240813TDA12,2.0,13.2,11.1,18.9,10.2,5.4,8.9,46.8,89.9,69.7,31.8,18.2,35.3,113.8,174.3,139.4,46.4,94.5,68.8,92.9
20240813TMG01,11.5,7.0,16.4,6.3,10.6,30.7,10.2,19.7,4.6,17.1,29.0,61.5,38.2,46.4,16.9,40.7,67.0,17.3,64.2,14.9
20240813TMG02,3.8,9.6,7.8,47.3,6.5,5.3,76.0,11.1,57.0,156.7,14.4,9.9,167.2,26.4,139.3,147.5,9.9,89.5,114.0,119.4
20240813TMG03,2.0,4.9,15.4,24.3,10.3,29.3,52.1,49.2,86.9,137.2,6.5,19.9,25.0,33.0,57.9,130.3,53.2,113.3,173.8,118.5
20240813TMG04,7.1,2.9,20.0,20.2,9.0,25.3,47.0,14.3,18.4,92.7,9.0,24.0,47.0,12.5,15.9,85.4,19.3,29.2,67.6,47.0
20240813TMG05,21.6,17.1,4.6,7.3,40.5,23.2,36.5,22.8,29.8,5.7,76.3,20.2,45.0,14.6,26.9,4.5,73.0,105.9,34.5,14.9
20240813TMG06,5.7,3.0,13.2,32.0,20.2,44.8,149.3,33.7,74.6,98.0,4.4,18.8,43.5,6.8,16.0,31.3,45.4,116.1,108.1,61.5
20240813TMG07,7.9,27.3,75.9,14.7,10.6,18.3,2.4,155.6,24.3,47.1,40.4,45.1,7.5,91.5,48.6,72.4,37.9,8.7,11.4,86.4
20240813TMG08,5.0,2.3,12.0,45.6,5.1,33.6,53.4,8.9,32.1,134.7,14.9,128.6,141.5,19.7,38.2,188.7,78.6,101.0,257.3,47.1
20240813TMG09,7.8,14.9,5.3,12.5,13.6,3.9,8.9,15.6,21.0,5.4,99.7,72.0,152.6,108.0,89.4,38.1,123.5,162.1,39.9,48.0
20240813TMG10,7.2,9.5,3.2,73.6,10.0,5.7,75.3,4.8,79.0,44.3,27.2,16.7,270.0,15.1,294.5,92.5,27.0,216.0,170.5,68.9
20240813TMG11,2.1,13.0,4.5,14.1,13.0,7.4,18.9,36.4,55.6,26.5,56.7,21.3,66.0,89.7,250.4,68.3,61.9,162.4,85.8,136.6
20240813TMG12,2.3,3.6,5.9,11.0,16.7,17.5,36.2,15.3,33.2,32.2,42.1,101.4,124.8,68.3,67.6,180.3,82.1,175.4,324.5,111.9
20240813HMN01,11.0,1.5,10.8,27.0,14.2,44.3,92.1,14.1,26.0,143.7,19.7,70.4,99.8,14.6,24.7,133.1,53.6,112.3,108.9,78.1
20240813HMN02,9.4,19.9,24.3,43.8,6.9,13.2,19.0,32.7,33.1,52.7,6.6,12.3,19.0,23.9,22.2,66.2,6.0,8.0,20.4,27.7
20240813HMN03,14.8,8.5,26.2,14.9,38.9,78.8,64.6,40.4,34.4,85.1,7.0,15.6,6.9,8.9,4.0,12.9,45.5,27.8,52.1,16.5
20240813HMN04,5.6,8.2,16.4,13.2,5.4,12.1,6.0,12.4,6.0,18.5,43.2,106.4,115.3,110.7,62.9,131.8,38.9,27.4,83.8,45.3
20240813HMN05,6.8,18.5,3.6,25.3,18.4,2.8,24.1,19.3,71.3,7.6,58.1,28.5,108.2,46.1,136.4,48.2,69.7,209.2,32.6,56.0
20240813HMN06,13.8,15.9,11.8,76.5,52.4,26.9,107.6,12.9,72.4,32.3,19.7,13.2,52.4,3.6,16.0,11.3,9.5,33.7,19.7,6.2
20240813HMN07,4.8,7.4,8.6,83.1,4.7,4.0,56.8,6.8,85.2,33.0,43.7,34.0,170.4,23.6,113.6,83.1,24.1,117.5,89.7,59.8
20240813HMN08,5.3,3.4,44.3,33.0,2.9,35.8,22.4,9.8,5.6,60.7,52.3,134.5,221.6,129.9,76.9,269.1,99.1,50.9,163.8,64.9
20240813HMN09,1.7,3.9,13.5,18.1,6.9,27.1,35.8,49.2,54.8,49.2,32.2,88.0,78.5,107.5,100.1,161.3,138.3,193.6,100.1,121.0
20240813HMN10,7.7,8.8,16.5,42.5,2.2,4.2,19.5,7.1,27.6,37.0,80.8,126.0,393.9,196.9,165.8,286.5,60.6,137.0,225.1,82.9
20240813HMN11,5.5,20.3,13.5,37.2,4.0,3.8,17.3,14.4,36.8,30.7,31.4,21.1,53.4,60.2,109.7,125.8,13.4,33.1,21.8,41.1
20240813HMN12,7.7,3.0,13.9,9.7,6.9,26.4,19.1,12.6,6.1,29.1,55.9,111.8,120.6,36.0,22.0,84.8,55.9,59.5,104.1,36.9
20240813GMG01,11.1,1.7,18.9,14.5,9.0,49.4,45.3,12.7,12.0,80.7,20.1,97.4,100.3,23.1,16.3,174.3,67.5,92.0,254.7,50.9
20240813GMG02,4.3,9.3,34.7,4.3,13.0,34.3,6.7,64.6,13.4,49.9,24.0,36.6,8.5,47.1,13.9,46.4,157.1,29.7,84.5,58.9
20240813GMG03,6.0,11.4,39.5,31.0,23.0,52.8,48.4,71.4,107.1,156.5,2.4,9.1,7.9,10.3,16.4,78.2,24.6,37.0,90.4,58.1
20240813GMG04,10.7,8.6,2.2,20.0,41.8,20.5,65.8,7.0,40.9,14.4,58.1,26.0,105.6,10.1,54.2,13.8,100.3,308.8,95.5,31.3
20240813GMG05,8.8,1.9,11.0,4.5,17.9,42.0,24.8,16.0,11.3,38.8,99.5,255.0,120.0,92.7,30.4,131.6,131.6,170.0,272.0,97.1
20240813GMG06,7.4,2.0,10.8,32.3,6.0,24.6,58.3,6.2,18.6,56.9,51.4,74.7,177.2,36.5,125.9,251.9,61.3,177.2,113.9,52.0
20240813GMG07,5.7,27.8,102.5,27.6,2.8,9.9,2.9,50.1,31.8,54.3,42.7,131.8,45.2,461.5,159.1,230.7,45.6,10.5,50.1,135.7
20240813GMG08,59.7,3.3,62.2,31.9,9.0,89.6,66.0,8.9,2.8,73.8,39.8,228.1,156.8,21.2,7.9,175.1,57.9,33.4,198.1,11.6
20240813GMG09,6.6,4.4,19.1,6.5,4.9,19.5,10.3,16.8,5.9,22.1,43.2,113.8,99.6,76.4,49.8,105.2,83.2,82.0,129.7,70.6
20240813GMG10,4.9,3.8,3.6,9.9,10.7,9.2,16.5,16.6,19.9,18.3,141.4,136.7,210.3,122.4,117.2,106.5,167.4,221.7,130.2,66.1
20240813GMG11,11.3,22.3,39.5,55.1,2.3,3.4,5.8,16.5,16.7,21.9,128.7,173.4,197.6,184.7,265.5,177.0,56.2,60.7,67.9,76.5
20240813GMG12,3.7,7.2,20.3,10.0,3.4,12.8,5.6,25.0,11.4,32.1,82.9,147.7,109.8,102.8,142.5,203.1,145.1,94.5,193.5,150.5
20240813TKN01,2.7,5.8,2.5,111.9,36.3,17.3,363.9,48.5,207.9,242.6,17.9,8.5,161.7,15.1,161.7,132.3,85.6,291.1,291.1,485.2
20240813TKN02,8.4,34.6,186.4,8.9,10.7,82.8,1.7,149.1,9.0,135.6,64.8,135.6,12.6,372.9,46.6,114.7,124.3,10.8,57.3,213.1
20240813TKN03,1.8,9.6,53.8,20.7,9.1,74.7,26.9,269.1,74.7,1345,4.2,70.8,11.5,58.5,49.8,269.1,64.0,35.4,269.1,168.1
20240813TKN04,25.9,7.6,9.1,118.0,38.6,54.4,151.7,4.7,62.4,73.2,17.7,29.1,236.0,2.2,39.3,53.1,16.9,163.4,193.1,9.2
20240813TKN05,13.0,103.3,15.7,39.7,108.7,44.9,40.5,45.9,258.3,79.5,79.5,2.7,7.3,46.9,103.3,2.7,103.3,89.8,8.5,137.8
20240813TKN06,6.3,57.5,6.8,31.5,85.0,18.8,108.6,75.2,325.8,88.8,47.6,1.5,13.5,52.8,150.4,13.7,115.0,279.3,31.5,177.7
20240813TKN07,9.9,15.9,9.9,11.3,90.4,93.6,100.8,40.9,74.9,52.4,23.8,15.0,13.2,6.2,7.1,3.0,53.5,90.4,70.8,26.2
20240813TKN08,5.4,12.6,64.2,85.0,1.9,8.7,11.6,38.5,49.8,131.4,17.0,46.6,62.8,131.4,137.6,262.8,13.0,13.5,59.0,125.7
20240813TKN09,4.3,24.4,2.1,20.5,63.1,8.8,48.5,25.1,87.6,16.2,113.2,12.6,59.0,21.9,79.9,14.8,104.5,226.4,41.8,93.6
20240813TKN10,4.0,9.8,15.8,2.7,17.0,23.7,5.1,53.8,11.5,22.1,79.8,73.2,48.8,329.5,42.5,109.8,219.6,105.4,164.7,146.4
20240813TKN11,2.5,15.6,8.8,3.7,45.5,14.5,6.9,58.6,76.9,15.1,64.7,44.7,20.6,84.8,82.0,43.1,117.2,117.2,74.5,94.6
20240813TKN12,8.3,6.1,24.0,17.6,2.8,15.2,9.2,11.9,6.8,41.7,52.0,111.8,90.5,131.0,97.4,181.0,42.7,23.0,80.8,35.5
20240813TSU01,2.3,5.0,19.1,15.8,3.9,16.9,9.8,42.4,15.4,33.9,97.1,113.3,226.6,679.8,339.9,679.8,271.9,123.6,90.6,226.6
20240813TSU02,5.9,8.8,27.8,10.7,11.3,23.1,13.3,41.3,15.9,40.2,13.0,30.0,10.0,24.2,7.9,24.6,39.2,17.3,19.8,18.4
20240813TSU03,4.9,6.8,16.9,7.2,14.9,18.5,17.5,17.7,20.4,46.9,8.6,25.0,16.0,27.2,16.4,39.9,16.0,25.7,49.4,46.9
20240813TSU04,6.2,15.8,8.8,30.2,14.5,3.3,13.3,9.0,42.4,14.6,45.3,15.8,47.5,66.5,60.5,37.6,26.9,55.4,12.7,39.9
20240813TSU05,4.6,4.6,17.3,35.6,3.3,14.8,27.7,6.0,14.6,59.0,46.0,157.3,118.0,51.0,82.1,145.2,42.9,85.8,85.8,21.4
20240813TSU06,10.7,17.7,59.4,110.7,3.2,15.4,76.1,9.0,42.0,128.2,12.3,24.6,121.8,14.3,59.4,128.2,3.7,14.5,40.6,21.1
20240813TSU07,5.8,4.5,29.6,3.9,26.7,50.5,39.6,28.1,5.3,48.3,71.7,158.7,74.1,41.9,5.6,52.9,60.0,82.3,96.6,25.2
20240813TSU08,6.1,9.8,31.3,87.5,3.3,5.7,25.9,5.2,23.7,61.5,34.6,61.5,118.7,61.5,79.1,138.5,11.3,28.1,46.1,33.2
20240813TSU09,5.0,18.4,62.0,11.6,4.4,12.1,2.4,35.7,12.8,35.7,65.5,131.0,39.3,117.9,84.2,168.5,98.3,56.1,58.9,73.7
20240813TSU10,3.9,3.2,12.2,17.5,7.0,16.7,15.4,19.9,25.3,82.0,12.3,36.1,37.6,31.4,46.6,108.3,42.3,77.3,77.3,71.2
20240813TSU11,5.6,4.0,8.2,20.4,4.8,10.0,14.7,8.2,23.8,27.0,40.5,51.6,354.7,42.3,53.5,315.3,54.5,48.1,105.1,38.3
20240813TSU12,3.1,5.1,7.0,22.5,5.4,6.7,14.2,16.2,45.8,58.1,45.1,59.1,171.2,66.4,141.4,191.4,39.2,130.1,70.7,69.2
20240813BWK01,6.5,12.6,13.1,38.4,6.0,5.9,27.3,9.7,18.8,41.3,15.8,14.3,60.4,22.8,58.3,89.1,8.1,35.2,29.7,22.5
20240813BWK02,2.9,20.1,36.5,51.3,3.5,13.8,13.7,65.2,65.2,134.6,4.9,19.4,25.0,86.1,89.7,239.4,22.2,21.7,74.3,307.8
20240813BWK03,9.0,2.9,4.7,16.1,64.6,47.4,177.7,12.1,35.5,54.6,21.8,37.4,94.8,5.0,15.1,24.5,101.5,142.2,203.1,30.2
20240813BWK04,1.6,22.9,13.1,4.4,43.5,30.2,10.0,137.9,60.5,51.7,52.8,32.6,13.0,137.9,70.9,42.0,206.9,85.6,99.3,191.0
20240813BWK05,3.2,2.3,5.9,4.9,25.3,93.5,113.2,50.0,43.0,55.1,34.1,79.6,97.8,76.8,65.2,86.0,215.1,268.9,165.5,107.5
20240813BWK06,25.4,49.3,10.6,31.1,34.2,3.5,10.7,14.3,40.1,2.4,86.4,48.0,108.0,119.1,246.9,27.4,46.0,88.6,11.7,27.6
20240813BWK07,10.8,11.8,51.9,14.2,5.6,38.3,9.5,60.2,9.6,53.5,7.2,60.2,10.6,63.7,12.4,45.6,33.4,5.4,66.2,40.6
20240813BWK08,3.7,57.5,14.6,5.9,57.5,15.1,2.7,103.5,53.3,21.2,97.9,24.1,9.8,90.6,106.6,30.2,190.8,84.3,18.4,151.0
20240813BWK09,7.8,10.1,9.0,18.2,10.0,5.3,10.9,7.5,13.2,8.9,61.0,64.7,83.5,58.7,66.1,46.6,30.2,39.1,33.0,17.4
20240813BWK10,2.6,17.4,7.3,46.1,7.8,2.8,22.3,19.8,61.8,43.5,71.8,32.1,147.1,88.3,147.1,162.6,53.2,123.6,85.8,79.2
20240813BWK11,5.1,2.2,29.3,16.3,4.2,33.6,25.3,17.8,11.7,95.5,31.8,95.5,211.6,67.3,74.0,370.3,77.9,35.2,211.6,70.5
20240813BWK12,2.5,3.6,7.0,27.1,7.0,12.8,63.4,14.8,53.8,53.0,22.9,37.7,114.5,48.6,136.6,136.6,72.4,136.6,273.2,122.4
20240813SME01,3.0,13.4,2.9,28.4,29.2,9.1,44.6,29.4,115.8,76.2,23.5,6.9,38.1,30.6,91.9,56.8,48.1,125.0,76.2,48.1
20240813SME02,5.2,12.0,2.6,17.6,19.8,6.4,27.2,17.4,51.1,14.4,56.0,13.8,85.7,43.5,112.1,24.1,67.8,132.5,48.6,58.3
20240813SME03,9.1,6.3,3.7,23.5,32.5,16.6,47.9,15.0,67.9,56.6,18.5,8.2,58.4,5.2,26.5,16.7,41.5,186.9,116.8,37.7
20240813SME04,5.3,15.7,20.4,39.7,5.3,3.2,9.0,30.4,40.0,29.6,31.2,21.2,59.2,95.2,111.7,52.8,21.5,28.9,13.9,52.8
20240813SME05,6.1,14.2,57.1,6.1,7.3,38.7,3.2,57.7,5.6,27.8,41.2,73.8,28.4,156.3,52.1,84.3,79.3,14.7,69.9,71.8
20240813SME06,9.9,2.2,95.2,26.9,9.0,85.9,74.2,62.3,11.9,130.5,4.4,102.1,62.3,41.7,6.6,207.3,74.2,28.0,190.5,48.6
20240813SME07,3.1,6.1,27.6,76.2,3.1,12.2,50.8,23.4,89.1,112.5,5.9,37.7,98.0,45.7,74.6,254.3,19.1,94.0,221.4,102.4
20240813SME08,7.0,6.5,19.6,58.6,2.0,10.0,28.2,9.3,27.1,79.2,24.2,54.6,139.8,67.9,83.4,182.8,20.8,66.0,128.4,83.4
20240813SME09,4.0,4.6,23.9,4.2,8.8,25.0,8.2,28.6,6.9,30.5,80.0,110.4,64.9,262.9,39.1,125.4,178.1,102.2,125.4,75.6
20240813SME10,7.5,42.6,24.4,45.3,4.7,2.1,5.0,32.2,38.9,26.3,89.5,73.9,78.7,127.1,136.7,172.6,43.4,30.2,38.1,78.7
20240813SME11,1.9,6.1,5.2,20.3,22.7,14.9,52.1,44.8,96.7,88.5,21.3,13.7,37.3,40.8,78.1,55.6,79.0,204.1,108.0,126.7
20240813SME12,3.8,6.9,10.5,9.0,7.3,8.1,10.4,14.0,13.2,16.9,47.4,44.3,82.6,67.4,82.6,89.2,59.5,74.5,70.2,37.7
20240813AMG01,2.9,7.0,33.6,57.3,3.0,15.4,28.1,36.8,55.3,258.2,6.4,34.4,70.4,37.7,77.4,221.3,24.9,36.8,154.9,129.1
20240813AMG02,7.2,14.9,33.4,183.2,1.7,3.8,78.5,6.4,80.1,142.5,93.8,153.9,481.1,142.5,481.1,481.1,29.1,274.9,240.5,202.5
20240813AMG03,3.4,10.1,2.5,56.8,16.1,6.2,131.7,23.5,170.5,107.3,23.9,10.0,222.9,21.6,193.2,131.7,42.0,170.5,138.0,170.5
20240813AMG04,2.7,6.2,19.1,69.5,2.7,9.5,35.2,19.1,92.7,75.8,14.3,37.3,192.6,178.8,1252,250.4,30.5,147.3,178.8,166.9
20240813AMG05,6.6,7.1,2.7,44.3,17.0,5.9,77.9,7.2,76.2,32.1,44.3,22.9,129.8,14.5,152.4,63.7,29.7,206.2,87.6,47.3
20240813AMG06,4.6,1.7,21.2,43.3,5.2,41.1,71.8,18.7,39.1,171.8,16.1,102.3,200.5,47.1,82.9,240.6,74.0,126.6,240.6,94.3
20240813AMG07,11.9,7.8,82.5,3.8,10.1,86.6,6.7,61.8,2.5,57.7,53.3,108.3,63.0,105.0,22.9,182.4,128.3,27.2,203.8,66.6
20240813AMG08,5.7,2.2,46.5,5.8,7.9,90.5,15.2,67.8,5.9,135.7,26.4,232.7,101.8,116.3,25.2,203.6,407.3,81.4,203.6,90.5
20240813AMG09,3.9,2.5,48.5,5.3,7.7,91.4,10.3,71.7,6.4,129.5,72.8,233.1,141.2,211.9,52.3,466.2,245.3,160.7,466.2,274.2
20240813AMG10,4.0,2.3,8.6,12.3,8.6,24.4,33.4,16.2,15.5,60.4,39.0,130.0,122.0,46.0,38.5,175.9,124.6,124.6,221.5,61.6
20240813AMG11,3.0,2.5,14.1,21.2,4.7,16.6,30.8,19.5,24.2,68.5,39.9,142.6,155.1,122.7,95.9,159.8,128.6,95.9,376.8,86.4
20240813AMG12,2.1,4.3,5.3,10.1,11.6,14.4,27.0,35.2,44.5,63.1,45.6,49.3,74.8,94.7,112.3,144.4,151.6,173.2,216.6,144.4
20240813NRT01,3.1,6.7,43.7,20.8,2.8,30.1,4.2,82.2,12.5,140.5,42.1,129.6,88.7,281.0,153.2,481.7,281.0,76.6,281.0,259.3
20240813NRT02,9.5,7.0,5.7,45.2,7.0,4.3,38.0,3.2,38.5,21.4,104.8,104.8,201.6,59.5,187.2,138.0,38.5,163.8,93.6,59.5
20240813NRT03,3.5,4.3,16.5,20.4,3.0,13.5,16.1,12.4,17.0,50.4,43.6,113.5,162.2,113.5,162.2,174.7,126.2,133.6,162.2,162.2
20240813NRT04,6.2,5.2,10.4,2.3,26.5,29.8,16.0,21.7,9.2,20.9,159.4,186.0,71.2,53.1,24.0,50.7,223.2,145.5,223.2,72.7
20240813NRT05,8.9,13.9,5.4,36.6,9.9,3.6,34.5,7.1,36.3,16.2,46.5,21.4,75.5,32.0,81.9,35.5,14.7,71.1,28.2,29.3
20240813NRT06,7.4,55.6,17.6,4.2,73.6,29.4,5.3,119.2,71.5,10.6,89.4,18.8,5.1,131.7,55.6,7.4,139.0,86.3,11.8,65.8
20240813NRT07,2.7,7.8,17.9,50.7,5.4,9.3,28.7,27.9,83.1,55.4,8.3,10.3,39.9,42.1,76.7,96.5,23.5,74.8,45.3,157.5
20240813NRT08,3.2,3.1,7.6,3.9,29.5,20.8,36.4,45.0,40.7,48.9,61.1,63.4,46.2,100.7,30.0,85.6,214.0,155.6,55.2,50.3
20240813NRT09,4.8,9.8,3.1,88.5,11.8,4.6,118.0,6.1,104.1,45.4,57.1,20.3,177.0,20.3,126.4,93.1,29.0,354.1,110.6,110.6
20240813NRT10,4.1,24.1,2.1,14.7,55.7,7.7,60.8,26.7,64.7,9.1,100.4,20.0,87.3,46.7,154.5,19.6,154.5,334.7,51.5,77.2
20240813NRT11,3.1,13.3,2.2,17.3,32.8,7.5,35.2,29.4,74.2,19.7,76.2,20.0,76.2,76.2,176.4,68.8,100.8,256.6,64.1,112.9
20240813NRT12,3.5,5.7,2.7,31.0,18.8,8.3,69.0,11.9,49.7,26.0,81.0,25.7,186.5,36.9,207.2,48.4,64.3,162.1,155.4,81.0
20240813KJM01,14.9,21.0,37.8,25.5,2.2,13.5,13.3,5.6,10.3,23.2,43.9,77.3,92.0,58.5,60.3,113.6,20.4,27.2,53.6,17.2
20240813KJM02,3.8,4.8,6.1,63.8,5.6,6.3,33.0,9.0,57.2,65.4,29.5,35.6,183.1,24.0,183.1,152.6,32.3,109.8,109.8,68.6
20240813KJM03,8.6,32.9,3.9,5.2,37.4,13.7,13.7,26.3,23.0,4.2,73.5,32.1,19.2,98.0,84.9,15.2,136.5,106.1,28.3,49.0
20240813KJM04,7.4,9.9,19.9,3.0,25.9,43.9,8.6,42.1,13.2,22.4,22.6,37.5,12.9,36.6,9.6,22.9,55.7,36.2,67.8,67.8
20240813KJM05,3.5,4.4,42.8,15.6,4.9,58.1,13.4,52.2,14.8,73.4,8.1,81.1,21.7,62.9,18.3,85.6,85.6,22.0,128.4,60.4
20240813KJM06,4.8,5.4,10.3,4.4,21.0,39.0,12.6,33.5,11.9,27.5,29.9,56.1,18.1,37.1,14.5,23.9,99.5,59.3,42.2,40.6
20240813KJM07,3.8,2.7,7.3,15.9,8.8,17.7,29.4,10.4,19.1,38.5,31.6,64.1,227.5,34.7,89.3,147.2,92.6,178.7,227.5,64.1
